make,model,registration,year,inspection date,engine size,engine power
make10,model2,DCG-662,2010,2018-09-13,888,112
make7,model3,NSS-284,2001,2018-08-31,2871,115
make7,model7,WLD-410,2005,2018-09-07,2741,475
make1,model9,VVP-669,2012,2018-04-18,2984,374
make4,model14,ETE-374,1993,2018-10-25,1810,171
make9,model7,VEI-483,1998,2018-09-11,2169,459
make0,model17,PPY-037,1991,2018-09-19,1304,93
make9,model9,DRJ-721,2010,2018-09-29,2441,301
make1,model14,PPP-029,2013,2018-05-31,538,187
make8,model1,EQS-570,1990,2018-09-25,2576,420
make8,model5,HYT-373,2010,2018-02-03,2169,65
make0,model12,APY-516,1994,2018-05-02,2416,274
make4,model18,PLH-334,1993,2018-11-05,2868,118
make9,model17,KNL-101,1999,2018-10-16,1190,129
make2,model7,XQG-474,2003,2018-01-18,1330,377
make6,model11,RWS-520,1994,2018-05-15,1413,85
make7,model4,BDH-589,1999,2018-06-27,1902,314
make10,model10,ANH-300,2002,2018-07-24,1653,271
make4,model20,XHE-132,1993,2018-10-28,2910,355
make3,model12,NQA-773,2013,2018-06-21,2088,483
make8,model11,YBP-747,1996,2018-06-25,2535,129
make7,model17,HDZ-375,1991,2018-10-26,1633,397
make3,model4,QTZ-530,1991,2018-09-15,2586,246
make7,model5,VHV-157,1991,2018-10-06,1147,221
make6,model17,DJP-592,2008,2018-07-20,1094,289
make9,model2,LIX-269,2012,2018-10-27,2390,72
make10,model6,TSH-067,2012,2018-01-20,1915,171
make6,model4,NPX-070,2010,2018-06-10,1681,148
make6,model13,YUJ-908,2008,2018-01-12,2730,445
make1,model9,QUR-545,2005,2018-05-01,1202,315
make4,model11,USJ-399,1999,2018-06-19,2745,185
make7,model14,EPW-958,1990,2018-09-08,2026,51
make10,model9,ADS-314,1999,2018-12-09,775,127
make9,model14,WWH-896,2007,2018-08-09,1512,441
make6,model0,JNW-119,2002,2018-08-10,2586,365
make10,model17,LRE-036,1996,2018-02-13,1218,432
make5,model14,NLH-545,2002,2018-01-18,1873,169
make8,model11,IUK-484,1992,2018-03-13,1610,463
make10,model8,OZQ-335,2009,2018-07-01,1353,382
make6,model2,IRV-707,1991,2018-08-21,2121,77
make9,model19,EUS-146,1992,2018-01-30,858,187
make6,model7,KGA-229,2003,2018-03-08,1979,268
make4,model6,EXM-123,2009,2018-05-26,2964,401
make1,model14,GYF-600,2008,2018-09-22,2370,269
make6,model16,IKM-529,2013,2018-06-10,1651,297
make5,model5,IGY-611,1997,2018-05-30,1923,187
make8,model16,XDD-837,1996,2018-12-09,1449,311
make7,model19,PGN-192,1999,2018-08-28,2252,94
make2,model18,TKP-760,2001,2018-02-06,2144,314
make0,model7,KNA-302,2011,2018-01-25,2068,177
make1,model12,IMW-601,1999,2018-08-08,1310,255
make2,model14,JKB-924,2004,2018-03-25,1566,462
make9,model6,GMM-357,2008,2018-06-29,2481,298
make7,model16,TZJ-622,2012,2018-03-02,968,104
make8,model7,UMI-901,1998,2018-05-15,2911,241
make8,model15,QDT-076,2009,2018-06-28,1035,336
make4,model3,XVR-832,2000,2018-08-01,2099,130
make3,model13,KIK-647,1990,2018-06-28,1076,473
make7,model15,PFB-547,1997,2018-04-23,827,174
make8,model11,ZSV-512,2001,2018-01-30,2721,403
make2,model15,VVU-721,2011,2018-12-22,990,303
make6,model11,BYH-076,1995,2018-08-03,1470,51
make2,model7,EMV-217,1999,2018-11-15,2065,436
make4,model10,MBB-666,2001,2018-10-02,1317,53
make9,model11,QNR-773,2008,2018-10-26,2608,278
make4,model0,HAJ-674,2012,2018-06-11,1437,380
make8,model9,PSS-179,1998,2018-09-11,1063,152
make6,model4,TEW-895,2008,2018-04-22,2696,227
make2,model0,KXC-809,1996,2018-02-26,1357,99
make4,model10,FCN-771,1998,2018-03-02,2806,284
make10,model9,QBO-512,2002,2018-08-26,2456,266
make7,model7,YKW-102,2000,2018-07-28,2175,199
make5,model16,SUY-335,1991,2018-06-12,2135,123
make8,model15,QUD-787,1998,2018-03-09,1934,140
make8,model16,QRP-090,2004,2018-03-08,1261,255
make9,model6,ZVP-667,1999,2018-01-01,2642,460
make4,model15,XFM-411,2013,2018-07-21,1188,317
make3,model1,QZL-860,1998,2018-01-12,529,340
make10,model8,WBD-875,1997,2018-12-08,2595,249
make8,model11,BCP-945,2008,2018-04-20,2875,93
make0,model15,STY-268,1993,2018-02-23,927,228
make6,model9,QBE-989,2003,2018-06-24,2949,308
make0,model3,AMB-653,2011,2018-10-24,2276,329
make7,model0,JNY-853,2010,2018-06-08,2132,93
make6,model4,PYE-292,2010,2018-02-02,604,156
make9,model6,WMS-720,2013,2018-11-21,1243,202
make0,model16,MXV-975,1995,2018-08-31,1994,384
make9,model12,PGE-664,2003,2018-09-08,1272,251
make7,model13,RRJ-874,2007,2018-09-19,2259,457
make10,model17,NGL-415,2000,2018-07-17,994,401
make5,model9,GAQ-837,2001,2018-06-04,2723,475
make0,model9,TYN-406,2000,2018-06-07,1434,297
make5,model13,OLR-793,2000,2018-09-17,2389,285
make1,model20,UXX-633,1991,2018-05-24,1762,289
make8,model17,XUF-900,2005,2018-05-04,1547,484
make1,model13,BYA-662,1999,2018-03-24,1286,338
make5,model13,CZA-886,1997,2018-02-13,2180,486
make8,model19,THM-543,1994,2018-09-25,2685,296
make10,model7,BKM-864,1991,2018-11-08,1393,267
make0,model19,TXH-665,1994,2018-07-05,2109,64
make5,model6,CLG-914,1998,2018-06-28,2096,309
make5,model4,SGY-565,2012,2018-10-15,1390,288
make7,model11,FHJ-972,2003,2018-02-03,2456,166
make9,model20,PSC-583,1993,2018-11-26,1465,245
make2,model20,JSE-097,2000,2018-04-01,809,355
make8,model19,NMC-136,2008,2018-11-12,2808,292
make0,model2,KPH-878,2001,2018-06-07,1309,135
make1,model4,AYL-500,2008,2018-09-08,1961,93
make5,model6,RJW-399,2010,2018-06-15,2537,236
make3,model12,RWW-090,1991,2018-10-31,1299,63
make2,model16,RTU-633,2010,2018-11-27,787,128
make6,model18,OZI-900,1997,2018-12-20,2554,255
make4,model17,MPK-195,1993,2018-06-09,1306,374
make7,model18,HWJ-762,1996,2018-10-20,1459,404
make0,model0,DJP-099,2011,2018-07-01,2845,138
make8,model0,UGL-820,2008,2018-02-19,1942,459
make2,model6,QTQ-911,2001,2018-09-26,944,172
make8,model4,URJ-552,1993,2018-10-18,1616,345
make5,model12,LKY-811,1998,2018-07-03,2145,184
make7,model4,ZES-091,2008,2018-10-24,2915,86
make5,model14,AFR-568,2012,2018-07-09,502,361
make8,model16,YQC-705,2011,2018-04-07,1444,130
make7,model6,GXT-927,2002,2018-06-04,2275,277
make9,model18,DZA-724,2001,2018-02-24,1851,245
make7,model13,UFV-942,2012,2018-03-03,2798,272
make6,model15,IGZ-568,2003,2018-10-23,2030,380
make2,model20,PLJ-048,2005,2018-11-21,898,332
make2,model13,GCO-109,2001,2018-11-23,849,403
make2,model1,PCW-606,1991,2018-10-21,1800,494
make2,model7,XEG-643,2003,2018-08-02,604,120
make8,model1,MZA-416,2006,2018-09-27,911,70
make6,model1,AQQ-217,2003,2018-11-19,1928,321
make2,model19,LFN-050,1995,2018-04-30,1359,180
make0,model1,FCU-619,2000,2018-09-06,2820,476
make7,model2,BXF-950,2009,2018-10-15,841,145
make4,model0,CTP-232,2006,2018-02-06,1065,225
make7,model13,QBG-231,2007,2018-01-10,2950,213
make5,model4,EXP-306,2008,2018-11-28,541,140
make6,model20,QLA-533,2005,2018-04-11,1159,461
make4,model13,ANC-274,1994,2018-03-21,2295,221
make4,model1,URQ-564,2009,2018-09-07,1866,90
make10,model19,TEQ-953,2013,2018-12-07,2069,173
make4,model20,LLO-351,2011,2018-06-03,1697,291
make3,model10,VFM-729,2007,2018-05-07,1414,126
make4,model5,PQO-241,2003,2018-08-30,2984,363
make6,model10,UNN-820,1990,2018-02-23,2211,85
make10,model0,THY-435,2003,2018-10-21,2583,156
make3,model18,HOM-759,2010,2018-05-24,2530,468
make10,model12,SUX-486,2004,2018-08-18,562,251
make5,model1,SBZ-288,2005,2018-08-05,1247,329
make8,model5,YKE-192,1998,2018-04-05,2215,326
make3,model3,FOY-922,1999,2018-02-13,1449,108
make6,model3,FIB-402,2005,2018-12-17,1387,231
make8,model20,OGV-956,1997,2018-03-14,1563,217
make7,model8,YTP-794,1995,2018-06-02,1625,498
make5,model5,SUT-083,2004,2018-02-05,1983,69
make9,model15,UEV-501,2003,2018-10-21,1371,445
make3,model17,ILW-971,1995,2018-09-26,600,115
make4,model19,ACB-388,2010,2018-10-04,959,219
make4,model8,YSM-986,2008,2018-08-19,1953,442
make10,model19,XMV-902,2012,2018-03-14,2368,79
make9,model9,YCL-973,2009,2018-07-28,2689,498
make8,model14,LOL-371,1992,2018-11-23,2810,132
make9,model20,ZFD-898,2008,2018-09-08,1690,389
make7,model7,LHZ-753,1992,2018-04-02,547,130
make5,model1,IFW-765,1997,2018-02-10,709,423
make5,model5,TAZ-822,2003,2018-03-14,1488,350
make1,model11,KSV-099,2013,2018-07-08,1035,395
make10,model18,OJA-717,2010,2018-08-28,958,408
make7,model3,JAS-066,2002,2018-10-12,753,284
make4,model8,KBE-526,2009,2018-04-05,2392,449
make1,model20,CAB-812,1994,2018-02-13,1906,329
make10,model2,RQJ-560,2010,2018-05-01,624,469
make2,model12,TPW-934,2013,2018-07-25,1975,145
make4,model20,JUF-704,1997,2018-03-08,1895,206
make0,model13,YJH-479,2003,2018-01-26,2801,444
make2,model10,KNH-564,2005,2018-12-14,738,341
make10,model0,ZSN-501,2010,2018-05-28,1102,427
make2,model6,WKU-627,2003,2018-03-19,1104,188
make5,model14,MXM-874,1994,2018-08-29,1942,135
make4,model6,MYO-652,2009,2018-04-30,593,60
make8,model12,WGV-761,2006,2018-10-27,711,235
make0,model14,XXW-160,2008,2018-01-04,1221,367
make0,model14,WZL-844,1998,2018-05-18,2078,106
make3,model13,YMA-944,2008,2018-10-01,1056,479
make3,model2,EZE-639,2001,2018-08-22,2320,460
make1,model15,OWN-682,2001,2018-09-11,2232,325
make10,model18,OGP-251,2000,2018-07-15,1946,317
make7,model3,ZFX-189,2005,2018-03-13,1484,286
make8,model14,UZP-065,2010,2018-02-04,1338,356
make8,model2,FLC-433,1990,2018-09-22,2957,261
make8,model7,YIA-792,2011,2018-11-28,2685,102
make9,model2,TCT-495,1997,2018-05-09,1836,474
make3,model5,IAD-790,1991,2018-10-22,1977,304
make0,model7,GCF-991,1996,2018-03-08,2388,380
make6,model4,NPZ-392,2008,2018-11-09,2709,391
make7,model15,PBD-133,1991,2018-06-13,882,423
make7,model18,QBL-229,2001,2018-09-24,2090,245
make3,model10,PSU-348,2013,2018-12-04,2381,259
make7,model20,DXQ-833,2009,2018-09-18,1142,401
make10,model4,IPD-329,2003,2018-09-19,1348,182
make4,model7,DGO-691,2006,2018-05-24,2549,121
make3,model13,KSF-190,2013,2018-10-15,1933,316
make0,model3,ZEJ-921,2006,2018-07-03,1838,183
make2,model10,RGN-227,1991,2018-02-01,2418,134
make1,model8,EGN-115,2002,2018-02-01,2242,259
make3,model1,ECL-569,2001,2018-05-20,2698,280
make8,model13,QYQ-351,2009,2018-02-12,1144,158
make3,model15,ZNN-999,2008,2018-06-12,908,339
make0,model1,ZOO-639,2009,2018-03-11,1383,424
make6,model8,FLV-790,2012,2018-01-13,2201,456
make0,model11,JVK-209,2005,2018-05-06,1572,418
make4,model17,DLU-177,1993,2018-11-19,2067,171
make0,model7,XWS-017,2011,2018-02-11,917,251
make2,model10,ZNS-550,2007,2018-09-07,1097,270
make0,model18,ARL-305,1991,2018-01-15,1787,333
make8,model9,JMS-987,2012,2018-01-07,1128,357
make0,model10,LWO-572,2009,2018-05-02,1261,455
make8,model5,RYG-693,2011,2018-04-01,2872,219
make2,model16,ZUI-722,2007,2018-11-11,1834,125
make1,model18,TAC-864,2011,2018-10-16,804,170
make10,model10,RGY-792,2008,2018-11-17,2298,187
make6,model12,ZUZ-712,2011,2018-03-09,2669,102
make0,model6,FTG-208,2004,2018-11-25,587,303
make7,model7,HSH-246,2002,2018-04-15,1980,462
make1,model1,KYU-542,1993,2018-09-27,2363,208
make2,model7,UKX-260,2010,2018-10-10,1907,480
make7,model19,CTQ-397,2003,2018-01-03,2338,232
make0,model5,GOJ-538,1999,2018-12-24,953,422
make2,model11,VYP-122,2004,2018-10-15,2070,324
make10,model0,CZJ-965,1994,2018-07-31,1297,404
make4,model17,HYY-220,1998,2018-06-20,2911,272
make2,model9,YBZ-667,1993,2018-04-25,1548,409
make10,model10,VZB-637,1990,2018-06-16,2054,66
make6,model15,QJQ-147,1998,2018-06-05,2773,305
make7,model20,JQM-524,2010,2018-10-21,2909,310
make1,model16,WKB-826,2008,2018-09-20,1547,77
make8,model20,RUD-790,1993,2018-06-20,1445,300
make2,model2,KAV-055,2000,2018-07-22,1927,176
make3,model7,HGD-046,1991,2018-10-08,2007,478
make8,model7,KKM-667,2000,2018-03-20,2831,387
make6,model19,MZE-255,1999,2018-01-09,1022,446
make6,model14,WDM-620,2008,2018-01-31,2618,446
make3,model8,XFG-681,2001,2018-04-26,1675,433
make10,model20,UHP-039,1998,2018-02-01,713,112
make5,model3,HZT-179,1996,2018-11-04,1978,490
make1,model16,GXR-448,1993,2018-06-18,555,346
make0,model19,MNC-481,2008,2018-02-15,2031,339
make9,model3,KPD-325,2008,2018-01-12,1792,147
make2,model5,PPC-654,2003,2018-08-21,2799,286
make2,model5,RUF-108,1999,2018-08-11,2939,95
make6,model17,HVC-947,1993,2018-02-22,2558,140
make0,model11,NTU-548,1991,2018-10-07,1110,269
make0,model13,QWV-285,2005,2018-09-08,2458,432
make6,model13,XIG-601,2003,2018-05-07,2909,448
make3,model8,AAE-405,1991,2018-03-16,2325,415
make7,model1,NHE-195,2006,2018-12-19,1908,228
make9,model4,AUU-360,1992,2018-12-15,2496,210
make10,model4,IIB-789,1993,2018-12-17,2076,91
make6,model17,IHI-886,2000,2018-08-26,889,374
make7,model18,LPD-965,1994,2018-07-20,2815,116
make4,model19,JLN-930,2000,2018-02-07,2438,255
make3,model15,MLB-380,2012,2018-01-14,600,361
make5,model5,WPV-466,2012,2018-10-14,2596,487
make4,model0,TUL-049,1998,2018-12-06,1565,485
make4,model19,INC-661,2013,2018-07-16,2641,257
make4,model20,FET-395,2008,2018-05-15,2163,321
make2,model0,TRD-444,2003,2018-12-20,1011,170
make3,model1,IHY-781,1991,2018-10-13,1442,199
make9,model3,BKU-546,2002,2018-08-26,2998,364
make6,model8,HTC-600,2008,2018-07-30,2532,69
make5,model2,CFK-095,1995,2018-07-31,2840,148
make2,model11,FKE-888,2011,2018-04-22,687,120
make9,model5,SYW-239,1993,2018-05-09,876,188
make3,model17,WNF-905,1990,2018-01-27,2095,225
make5,model9,STU-928,2013,2018-11-03,2705,313
make3,model15,MHV-204,1998,2018-06-21,1423,333
make10,model11,DMY-791,2000,2018-12-03,2053,128
make0,model14,QHU-111,1997,2018-02-14,968,305
make10,model14,SXX-078,2002,2018-03-27,528,113
make8,model14,XNW-914,1993,2018-08-30,566,339
make3,model12,NEN-542,2004,2018-06-25,905,167
make3,model18,BZU-829,1997,2018-08-17,2773,137
make1,model17,MCH-534,2000,2018-11-03,2230,272
make5,model14,GAA-994,2012,2018-04-13,648,273
make1,model11,EBY-823,2003,2018-10-18,746,454
make8,model2,WFF-614,2012,2018-11-19,2951,498
make10,model6,BNB-964,2009,2018-03-26,2017,327
make5,model16,TZJ-400,1993,2018-02-27,976,413
make8,model5,NBD-447,2004,2018-12-09,1939,441
make9,model17,IZJ-787,2002,2018-11-11,1631,97
make5,model14,NFM-303,2010,2018-11-19,2266,451
make2,model8,TIS-084,1994,2018-12-24,2034,108
make6,model3,VIK-322,1996,2018-08-10,990,291
make9,model1,SPE-780,2000,2018-07-15,1817,432
make2,model19,JBI-033,1996,2018-08-30,2334,493
make4,model0,KZD-199,1992,2018-05-26,849,185
make3,model7,XID-081,2006,2018-02-24,2854,216
make10,model5,GKU-177,2009,2018-07-09,1335,200
make3,model18,SHC-750,2008,2018-09-19,1569,277
make6,model7,RTF-082,2000,2018-08-18,1110,293
make7,model8,RJB-487,1999,2018-08-25,1616,170
make2,model20,LHL-876,1998,2018-02-02,1972,53
make9,model11,IPY-882,1999,2018-02-25,1388,131
make4,model5,WBM-670,1996,2018-11-23,2973,113
make8,model9,UEK-827,1999,2018-02-25,1807,146
make0,model2,PTY-062,2004,2018-05-03,1334,479
make4,model6,FNX-226,1996,2018-09-17,1091,157
make8,model14,DAS-378,1990,2018-12-03,1221,478
make10,model10,CEM-906,2000,2018-11-28,2429,183
make5,model17,PEV-792,2012,2018-04-20,1476,160
make2,model8,NZY-801,2009,2018-11-12,2143,496
make9,model1,EVE-590,2001,2018-09-22,2715,414
make10,model7,PSV-519,2005,2018-12-10,2108,379
make9,model1,RFQ-034,1997,2018-04-26,1235,116
make3,model3,ZGC-352,1993,2018-09-26,2190,257
make1,model8,HQC-686,2009,2018-08-29,2701,162
make10,model10,QFB-332,2005,2018-03-18,2041,148
make5,model10,XQV-718,2005,2018-08-07,1372,333
make8,model17,TRJ-513,1991,2018-01-29,1719,417
make7,model0,FDK-994,1991,2018-08-31,2990,252
make8,model18,VOM-356,1995,2018-02-16,1007,496
make10,model11,XNR-696,1997,2018-08-06,2707,56
make5,model18,XHD-194,1993,2018-12-19,2437,214
make3,model6,TOL-343,1997,2018-07-14,2781,116
make5,model7,RQS-555,2010,2018-02-18,1121,109
make5,model20,LOE-017,1995,2018-08-01,1805,202
make4,model8,VHP-066,2008,2018-09-08,1646,359
make1,model0,UHI-681,1995,2018-04-09,2604,378
make5,model20,WPZ-742,1990,2018-08-10,2792,247
make8,model5,ZIO-767,1991,2018-11-23,1743,200
make3,model6,IEB-687,1992,2018-12-18,1297,232
make0,model18,SMR-988,2007,2018-06-30,2155,297
make7,model4,IZE-388,1992,2018-04-20,2345,274
make1,model17,ULG-932,2004,2018-12-27,786,480
make0,model5,CPR-676,2000,2018-02-06,2636,217
make2,model8,JUI-435,1998,2018-09-08,903,449
make5,model10,DXH-403,2006,2018-08-26,1075,393
make1,model12,KXP-005,1992,2018-02-27,2640,212
make6,model11,DFC-939,2010,2018-06-24,2278,113
make1,model3,PUP-962,2013,2018-02-26,1123,294
make2,model2,IKE-391,1997,2018-03-06,1098,369
make8,model19,IAY-589,2000,2018-09-03,1238,159
make3,model5,DFR-216,1997,2018-03-06,1444,107
make0,model5,YET-700,1996,2018-04-06,2939,107
make10,model10,ZWQ-495,1991,2018-06-29,2798,210
make6,model8,NEL-162,1997,2018-03-18,710,119
make6,model7,OKX-280,2012,2018-05-10,1360,457
make0,model19,RDP-612,2002,2018-04-22,2425,233
make1,model1,PEP-050,1998,2018-11-20,888,226
make3,model9,GAF-056,2005,2018-05-31,2458,213
make4,model15,ULB-243,1997,2018-11-30,1496,308
make3,model13,BSX-235,1998,2018-01-22,2346,249
make10,model13,QHK-188,2010,2018-06-08,720,464
make0,model2,OHP-111,1993,2018-07-21,533,95
make10,model9,OCU-636,1996,2018-03-02,1865,452
make8,model1,CHD-480,2006,2018-03-30,2452,99
make8,model13,ZTH-316,2007,2018-10-27,2753,328
make9,model5,PGD-669,2002,2018-10-11,1356,57
make7,model9,VCL-439,2002,2018-09-24,1889,279
make1,model9,WAZ-085,2009,2018-10-01,2822,52
make2,model11,JDO-981,2008,2018-08-16,1028,223
make4,model15,EIC-522,2007,2018-05-28,2293,406
make7,model9,IFO-148,1998,2018-12-22,1599,325
make10,model5,GNY-849,2008,2018-05-21,1616,59
make10,model10,JHT-498,2010,2018-04-14,2024,485
make4,model17,ARB-957,2010,2018-12-25,1747,214
make9,model9,SRF-001,1994,2018-09-09,1546,329
make2,model17,YQV-392,2005,2018-01-16,1250,115
make4,model14,KCN-574,2006,2018-10-10,1417,479
make5,model19,DSC-860,1996,2018-01-30,914,382
make1,model10,LJB-683,2004,2018-10-26,1828,170
make7,model13,DPO-556,1998,2018-02-17,1239,209
make8,model16,VBZ-644,2010,2018-04-27,2638,320
make1,model13,IEO-834,2001,2018-01-20,2388,79
make10,model15,HDJ-688,2004,2018-01-09,2081,88
make4,model0,WJR-906,2001,2018-11-21,1738,101
make0,model16,RSO-632,2002,2018-10-22,2021,222
make9,model3,NVJ-607,2005,2018-06-03,2769,278
make1,model10,TCU-026,2009,2018-08-15,737,456
make7,model1,MTW-480,2000,2018-04-12,660,137
make8,model2,ZDG-437,1991,2018-09-04,2877,157
make7,model7,VYM-697,1997,2018-01-27,1949,458
make0,model12,NPR-587,1991,2018-08-29,1090,496
make5,model19,MAT-421,2008,2018-03-16,2434,152
make6,model9,ILE-167,2006,2018-01-10,921,493
make4,model1,ODX-130,1996,2018-01-17,1242,325
make7,model9,IIZ-996,2008,2018-01-19,1256,91
make7,model5,YNI-958,2007,2018-01-10,1986,413
make7,model3,KGG-969,1996,2018-12-25,749,399
make1,model1,BIS-582,1998,2018-06-09,897,456
make2,model7,GKV-419,1994,2018-05-18,2687,497
make8,model13,XLZ-712,2012,2018-05-29,803,338
make4,model19,WAH-562,1991,2018-09-08,2991,271
make1,model7,VEM-660,1997,2018-03-26,1630,452
make8,model8,IAQ-381,1991,2018-06-20,1480,216
make1,model3,XIM-457,1991,2018-01-26,1961,238
make0,model8,MMS-649,1991,2018-11-21,1618,96
make4,model4,QLB-173,2011,2018-11-26,1551,115
make0,model20,BKZ-984,1995,2018-09-08,1506,263
make8,model17,TYO-270,1999,2018-11-23,625,350
make6,model16,NUP-404,2005,2018-07-09,1922,492
make0,model4,YJQ-916,2000,2018-09-08,1421,366
make5,model18,VFJ-981,1999,2018-08-12,1228,208
make2,model6,EIO-493,1998,2018-01-09,1355,277
make1,model9,AQR-941,1995,2018-03-23,1322,234
make10,model12,INU-859,1990,2018-05-20,2746,117
make5,model19,JIX-390,1993,2018-09-05,931,362
make0,model11,YLD-618,2001,2018-09-13,1411,283
make1,model2,PJT-053,2004,2018-03-19,2587,478
make5,model12,FLJ-733,1999,2018-07-26,1617,370
make4,model17,UKY-292,2009,2018-07-21,2189,368
make1,model12,GVD-086,2007,2018-09-08,843,226
make5,model20,YKM-386,2007,2018-03-25,2472,59
make9,model8,VPQ-586,2004,2018-06-06,2132,239
make3,model19,GXD-689,2013,2018-11-26,2445,355
make8,model5,DPP-772,2010,2018-10-24,2659,385
make8,model20,BDI-356,2008,2018-10-17,2414,154
make6,model18,HNQ-643,1995,2018-06-03,2815,243
make0,model11,UES-375,1993,2018-12-17,885,299
make7,model10,RFC-291,2006,2018-09-20,2610,225
make9,model19,BMM-427,2002,2018-04-24,2125,473
make7,model14,RWT-681,1999,2018-04-13,2309,240
make10,model5,BRI-670,1992,2018-08-29,2637,277
make4,model11,ZKY-817,2001,2018-06-22,542,338
make7,model10,UNP-540,1990,2018-09-20,1635,95
make3,model17,FKM-194,2013,2018-05-08,1649,84
make4,model12,VJM-643,2002,2018-05-15,2638,155
make10,model6,LQG-590,1998,2018-11-26,1763,67
make10,model19,IHR-002,2013,2018-10-13,690,59
make4,model10,CBR-047,1999,2018-10-10,1832,56
make8,model8,USK-818,2007,2018-09-22,1287,270
make7,model5,LUU-769,2004,2018-08-07,1048,218
make4,model7,ONN-093,2009,2018-03-28,1924,287
make7,model20,TTW-091,1998,2018-09-28,1141,85
make7,model7,TFK-884,1998,2018-02-19,1986,427
make4,model18,OTM-083,1995,2018-08-26,2200,153
make5,model20,WOC-775,1990,2018-09-30,2254,293
make0,model14,FRP-042,1995,2018-09-06,1989,112
make8,model3,LQF-643,2005,2018-10-07,2030,452
make8,model9,JLG-705,2011,2018-01-11,2840,424
make9,model19,KKD-100,1995,2018-01-31,2098,282
make3,model15,WRN-060,2004,2018-11-02,1856,231
make3,model16,GTH-785,1998,2018-08-31,663,130
make6,model10,BZZ-942,2010,2018-10-25,2913,374
make8,model7,KXO-736,2003,2018-02-19,2119,209
make7,model0,MZK-817,2001,2018-10-19,2902,430
make10,model2,EVW-825,2012,2018-05-27,1846,398
make9,model13,OWZ-800,1996,2018-05-04,1377,70
make9,model17,KMM-954,1995,2018-05-27,1015,207
make1,model19,LXO-364,1992,2018-03-01,2257,81
make2,model16,KZQ-634,2011,2018-06-14,2209,239
make10,model5,WNC-357,2010,2018-06-08,2710,184
